"","Genus","p.value","CorCoef","CorTest","Plant"
"4161","p__Proteobacteria,g__midas_g_1324",0,0.35947920528481,"Spearman","Mariagerfjord"
"2862","p__Proteobacteria,g__Bradyrhizobium",0,0.358755858852666,"Spearman","Damhusåen"
"124","p__Bacteroidota,g__midas_g_12",0,0.356694937528014,"Spearman","Total"
"4212","p__Proteobacteria,g__midas_g_7280",0,0.356048163599599,"Spearman","Aalborg East"
"386","p__Proteobacteria,g__Simplicispira",0,0.355520389408855,"Spearman","Aalborg West"
"400","p__Firmicutes,g__NK4A214_group",0,0.354844211574123,"Spearman","Total"
"256","p__Chloroflexi,g__midas_g_1951",0,0.354264861148842,"Spearman","Total"
"128","p__Bacteroidota,g__midas_g_543",0,0.354121078803232,"Spearman","Mariagerfjord"
"1303","p__Bacteroidota,g__midas_g_56",0,0.352979584031888,"Spearman","Mariagerfjord"
"61","p__Actinobacteriota,g__midas_g_3270",0,0.352741264110964,"Spearman","Total"
"789","p__Verrucomicrobiota,g__midas_g_1187",0,0.351882254095293,"Spearman","Total"
"4961","p__Proteobacteria,g__Sulfuritalea",0,0.3516853753409,"Spearman","Mariagerfjord"
"133","p__Proteobacteria,g__Acidovorax",0,0.35161347705064,"Pearson","Aalborg West"
"508","p__Patescibacteria,g__midas_g_35733",0,0.351187254064316,"Spearman","Total"
"3802","p__Proteobacteria,g__Ca_Contendobacter",0,0.351143884753082,"Spearman","Mariagerfjord"
"2191","p__Firmicutes,g__Acholeplasma",0,0.3503418388752,"Spearman","Mariagerfjord"
"628","p__Acidobacteriota,g__midas_g_1291",0,0.347530008282435,"Spearman","Mariagerfjord"
"327","p__Desulfobacterota,g__midas_g_2654",0,0.346986675784151,"Spearman","Total"
"2694","p__Gemmatimonadota,g__midas_g_992",0,0.346954567439143,"Spearman","Mariagerfjord"
"555","p__Planctomycetota,g__midas_g_1221",0,0.346523506906996,"Spearman","Total"
"4710","p__Actinobacteriota,g__midas_g_49",0,0.346383726390412,"Spearman","Aalborg East"
"1712","p__Actinobacteriota,g__Aeromicrobium",0,0.345895003949021,"Spearman","Aalborg East"
"2174","p__Fibrobacterota,g__midas_g_1477",0,0.344878866224522,"Spearman","Mariagerfjord"
"272","p__Chloroflexi,g__midas_g_3996",0,0.34434052598582,"Spearman","Total"
"994","p__Bacteroidota,g__midas_g_179",0,0.344012823497687,"Spearman","Mariagerfjord"
"4321","p__Proteobacteria,g__midas_g_33",0,0.343336831756853,"Spearman","Mariagerfjord"
"2021","p__Fibrobacterota,g__midas_g_206",0,0.343274459366803,"Spearman","Aalborg West"
"2863","p__Myxococcota,g__Phaselicystis",0,0.343070895760994,"Spearman","Mariagerfjord"
"632","p__Proteobacteria,g__midas_g_1040",0,0.342914670943611,"Spearman","Total"
"561","p__Planctomycetota,g__midas_g_940",0,0.34261481277754,"Spearman","Total"
"1292","p__Bacteroidota,g__midas_g_558",0,0.339654613272691,"Spearman","Mariagerfjord"
"570","p__Proteobacteria,g__Afipia",0,0.33958946994847,"Spearman","Total"
"3211","p__Proteobacteria,g__Leptothrix",0,0.338991687297675,"Spearman","Aalborg West"
"4222","p__Proteobacteria,g__midas_g_17704",0,0.33885074361055,"Spearman","Mariagerfjord"
"316","p__Desulfobacterota,g__Desulfobacterium_catecholicum_group",0,0.336222158806197,"Spearman","Total"
"19","p__Proteobacteria,g__Piscinibacter",0,0.335781232872814,"Pearson","Aalborg West"
"456","p__Proteobacteria,g__Simplicispira",0,0.335533325689855,"Spearman","Aalborg East"
"5110","p__Actinobacteriota,g__midas_g_641",0,0.335484616875142,"Spearman","Aalborg East"
"2581","p__Patescibacteria,g__midas_g_6697",0,0.334182610897157,"Spearman","Damhusåen"
"4112","p__Actinobacteriota,g__midas_g_641",0,0.333470003031473,"Spearman","Damhusåen"
"63","p__Actinobacteriota,g__midas_g_356",0,0.333090962349959,"Spearman","Total"
"671","p__Proteobacteria,g__midas_g_34763",0,0.332272580859131,"Spearman","Total"
"234","p__Chloroflexi,g__Ca_Promineofilum",0,0.332040851312475,"Spearman","Total"
"3114","p__Patescibacteria,g__midas_g_15216",0,0.331647110785897,"Spearman","Mariagerfjord"
"1314","p__Bacteroidota,g__midas_g_611",0,0.331231801369535,"Spearman","Mariagerfjord"
"1881","p__Chloroflexi,g__midas_g_5463",0,0.330982730394074,"Spearman","Mariagerfjord"
"1121","p__Bacteroidota,g__midas_g_434",0,0.330542481690378,"Spearman","Aalborg West"
"601","p__Actinobacteriota,g__Propioniciclava",0,0.330498403928431,"Spearman","Aalborg East"
"168","p__Chloroflexi,g__midas_g_347",0,0.329816589426357,"Spearman","Aalborg West"
"16","p__Acidobacteriota,g__midas_g_55",0,0.329121748180387,"Spearman","Total"
"1971","p__Cloacimonadota,g__midas_g_48843",0,0.327538286445395,"Spearman","Mariagerfjord"
"422","p__Firmicutes,g__Turicibacter",0,0.327446609892533,"Spearman","Total"
"736","p__Bacteroidota,g__Flavobacterium",0,0.326385720311426,"Spearman","Aalborg East"
"4511","p__Proteobacteria,g__Rhodobacter",0,0.326268964699971,"Spearman","Aalborg East"
"2961","p__Proteobacteria,g__Arenimonas",0.001,0.325346998703849,"Spearman","Aalborg West"
"2615","p__Patescibacteria,g__midas_g_6984",0,0.324642994112452,"Spearman","Damhusåen"
"3542","p__Proteobacteria,g__Paracoccus",0,0.323973193808439,"Spearman","Damhusåen"
"67","p__Actinobacteriota,g__midas_g_473",0,0.323204331337937,"Spearman","Total"
"2521","p__Firmicutes,g__Lactococcus",0,0.322936838260675,"Spearman","Aalborg East"
"4782","p__Proteobacteria,g__Rhizobacter",0,0.322468405066366,"Spearman","Mariagerfjord"
"2341","p__Firmicutes,g__Ruminococcus",0.001,0.322224026863557,"Spearman","Aalborg West"
"3941","p__Proteobacteria,g__Dechloromonas",0,0.321917334023815,"Spearman","Mariagerfjord"
"2110","p__Proteobacteria,g__Tabrizicola",0.001,0.321284059114426,"Pearson","Aalborg West"
"4510","p__Actinobacteriota,g__midas_g_3764",0,0.320298972314281,"Spearman","Aalborg East"
"293","p__Chloroflexi,g__midas_g_859",0,0.320067697443908,"Spearman","Total"
"744","p__Proteobacteria,g__Rhodobacter",0,0.319797077678921,"Spearman","Total"
"3711","p__Proteobacteria,g__Phenylobacterium",0.001,0.318423236934554,"Spearman","Aalborg West"
"440","p__Latescibacterota,g__midas_g_962",0,0.316801104886729,"Spearman","Total"
"5241","p__WPS-2,g__midas_g_1194",0,0.316019002088668,"Spearman","Mariagerfjord"
"3371","p__Proteobacteria,g__Afipia",0,0.314912185729505,"Spearman","Aalborg East"
"2292","p__Patescibacteria,g__midas_g_10902",0,0.31339851589794,"Spearman","Damhusåen"
"2641","p__Patescibacteria,g__midas_g_11367",0.001,0.313243354864539,"Spearman","Aalborg West"
"1532","p__Bdellovibrionota,g__Bacteriovorax",0,0.313169029496279,"Spearman","Mariagerfjord"
"893","p__Bacteroidota,g__midas_g_1226",0,0.312875619997538,"Spearman","Mariagerfjord"
"374","p__Firmicutes,g__Intestinibacter",0,0.311975056394982,"Spearman","Total"
"3352","p__Proteobacteria,g__Acidovorax",0,0.311674513268016,"Spearman","Aalborg East"
"2933","p__Proteobacteria,g__Cereibacter",0,0.311283671312334,"Spearman","Damhusåen"
"1713","p__Actinobacteriota,g__Aeromicrobium",0,0.310406123260678,"Spearman","Damhusåen"
"1461","p__Bacteroidota,g__Phaeodactylibacter",0,0.31034772412676,"Spearman","Mariagerfjord"
"259","p__Chloroflexi,g__midas_g_2138",0,0.30945461489693,"Spearman","Total"
"1943","p__Chloroflexi,g__midas_g_8346",0,0.307836592300396,"Spearman","Mariagerfjord"
"1421","p__Bacteroidota,g__OLB8",0,0.307717941086553,"Spearman","Aalborg East"
"1414","p__Acidobacteriota,g__Subgroup_10",0,0.307713615184587,"Spearman","Mariagerfjord"
"5251","p__WPS-2,g__midas_g_547",0,0.30762794804591,"Spearman","Mariagerfjord"
"535","p__Bacteroidota,g__Ca_Epiflobacter",0.001,0.30727315740971,"Pearson","Aalborg West"
"3262","p__Patescibacteria,g__midas_g_8524",0,0.307185325600587,"Spearman","Aalborg East"
"340","p__Proteobacteria,g__Alysiella",0,0.306183144671528,"Spearman","Aalborg East"
"2611","p__Patescibacteria,g__midas_g_10162",0.001,0.305869597155902,"Spearman","Aalborg West"
"1216","p__Bacteroidota,g__midas_g_422",0,0.304272855642861,"Spearman","Mariagerfjord"
"1131","p__Proteobacteria,g__Tabrizicola",0,0.303649869917931,"Pearson","Damhusåen"
"3682","p__Proteobacteria,g__Simplicispira",0,0.303368579441476,"Spearman","Damhusåen"
"2844","p__Myxococcota,g__P3OB-42",0,0.302878539532949,"Spearman","Mariagerfjord"
"179","p__Chloroflexi,g__midas_g_72",0.001,0.302755686515473,"Spearman","Aalborg West"
"2821","p__Myxococcota,g__midas_g_23319",0,0.302153846509087,"Spearman","Aalborg East"
"361","p__Proteobacteria,g__Defluviimonas",0,0.301991668682015,"Spearman","Aalborg East"
"1116","p__Acidobacteriota,g__midas_g_8870",0,0.301883428249307,"Spearman","Mariagerfjord"
"82","p__Actinobacteriota,g__Nocardioides",0,0.301684653904516,"Spearman","Total"
"300","p__Patescibacteria,g__midas_g_13074",0,0.301621956621201,"Spearman","Aalborg East"
"2784","p__Myxococcota,g__midas_g_1853",0,0.300980389724904,"Spearman","Mariagerfjord"
"461","p__Patescibacteria,g__midas_g_10162",0,0.300730358611082,"Spearman","Total"
"321","p__Desulfobacterota,g__midas_g_17497",0,0.300224528702012,"Spearman","Total"
"4311","p__Actinobacteriota,g__midas_g_739",0,0.299730800852866,"Spearman","Damhusåen"
"2683","p__Gemmatimonadota,g__midas_g_764",0,0.299126715659833,"Spearman","Mariagerfjord"
"2911","p__Proteobacteria,g__Ahniella",0.002,0.297462534230005,"Spearman","Aalborg West"
"1653","p__Chloroflexi,g__Ca_Promineofilum",0.001,0.296945754161124,"Spearman","Mariagerfjord"
"299","p__Cloacimonadota,g__Ca_Cloacimonas",0,0.296837719644573,"Spearman","Total"
"606","p__Proteobacteria,g__Defluviimonas",0,0.296769218524053,"Spearman","Total"
"169","p__Chloroflexi,g__midas_g_391",0.002,0.296384967452981,"Spearman","Aalborg West"
"1804","p__Chloroflexi,g__midas_g_2621",0.001,0.296215894141241,"Spearman","Mariagerfjord"
"54","p__Actinobacteriota,g__midas_g_1268",0,0.295915547833984,"Spearman","Total"
"2813","p__Proteobacteria,g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",0,0.29476310362165,"Spearman","Damhusåen"
"2105","p__Acidobacteriota,g__Geothrix",0.001,0.294552574753412,"Spearman","Mariagerfjord"
"4713","p__Proteobacteria,g__Polynucleobacter",0.001,0.294438455218188,"Spearman","Mariagerfjord"
"1472","p__Chloroflexi,g__midas_g_391",0,0.294384637757563,"Spearman","Damhusåen"
"2114","p__Firmicutes,g__Trichococcus",0,0.293857439344646,"Spearman","Damhusåen"
"3531","p__Proteobacteria,g__Ca_Ovatusbacter",0,0.291800817130987,"Spearman","Aalborg East"
"160","p__Bacteroidota,g__midas_g_321",0,0.291527676411293,"Spearman","Total"
"1610","p__Actinobacteriota,g__Actinomyces",0.002,0.290816787663753,"Spearman","Aalborg West"
"6512","p__Actinobacteriota,g__Propionicimonas",0.001,0.290531029784061,"Spearman","Mariagerfjord"
"113","p__Bacteroidota,g__midas_g_385",0,0.289376815201595,"Spearman","Aalborg East"
"313","p__Dependentiae,g__midas_g_5150",0,0.288534712881508,"Spearman","Total"
"59","p__Bacteroidota,g__Bacteroides",0.002,0.287890675369658,"Spearman","Aalborg West"
"676","p__Bacteroidota,g__Flavobacterium",0.002,0.287647208399116,"Spearman","Aalborg West"
"476","p__Patescibacteria,g__midas_g_12243",0,0.286413691549998,"Spearman","Total"
"511","p__Patescibacteria,g__midas_g_3760",0,0.286161172507109,"Spearman","Total"
"60","p__Bacteroidota,g__Blvii28_wastewater-sludge_group",0.002,0.285678020837246,"Spearman","Aalborg West"
"3515","p__Actinobacteriota,g__Marmoricola",0.001,0.284896745740315,"Spearman","Mariagerfjord"
"356","p__Firmicutes,g__Christensenellaceae_R-7_group",0,0.284541111284748,"Spearman","Total"
"2614","p__Actinobacteriota,g__Microbacterium",0,0.284356021947464,"Spearman","Damhusåen"
"1551","p__Bdellovibrionota,g__midas_g_13131",0.001,0.284151935957077,"Spearman","Mariagerfjord"
"3243","p__Proteobacteria,g__midas_g_2680",0,0.283340775515947,"Spearman","Damhusåen"
"4361","p__Proteobacteria,g__midas_g_3943",0.001,0.283023779356887,"Spearman","Mariagerfjord"
"251","p__Chloroflexi,g__midas_g_1676",0,0.282685875120119,"Spearman","Total"
"1733","p__Chloroflexi,g__midas_g_1412",0.001,0.281928371237885,"Spearman","Mariagerfjord"
"562","p__Planctomycetota,g__Pirellula",0,0.28189848984272,"Spearman","Total"
"140","p__Bacteroidota,g__midas_g_1838",0,0.2815655778014,"Spearman","Total"
"3573","p__Proteobacteria,g__Phreatobacter",0,0.279814808544266,"Spearman","Damhusåen"
"3841","p__Proteobacteria,g__Rubellimicrobium",0.003,0.279062743363741,"Spearman","Aalborg West"
"3081","p__Proteobacteria,g__Legionella",0,0.278610428567531,"Spearman","Damhusåen"
"2531","p__Myxococcota,g__midas_g_3374",0.003,0.276288293554958,"Spearman","Aalborg West"
"7","p__Bacteroidota,g__midas_g_843",0.004,0.27543105933345,"Pearson","Aalborg West"
"389","p__Firmicutes,g__midas_g_31399",0,0.27507844467213,"Spearman","Total"
"521","p__Patescibacteria,g__midas_g_4925",0,0.274739119809152,"Spearman","Total"
"722","p__Proteobacteria,g__Pedomicrobium",0,0.274647617335439,"Spearman","Total"
"1332","p__Bacteroidota,g__midas_g_627",0.001,0.27308719507713,"Spearman","Mariagerfjord"
"4712","p__Actinobacteriota,g__Propioniciclava",0.001,0.273019103462191,"Spearman","Damhusåen"
"1783","p__Chloroflexi,g__midas_g_2138",0.001,0.272681593228486,"Spearman","Mariagerfjord"
"3782","p__Proteobacteria,g__Mesorhizobium",0,0.272519403884685,"Spearman","Aalborg East"
"1202","p__Bacteroidota,g__midas_g_385",0.002,0.272433542824093,"Spearman","Mariagerfjord"
"203","p__Firmicutes,g__Agathobacter",0.004,0.272317806550232,"Spearman","Aalborg West"
"2310","p__Actinobacteriota,g__Galbitalea",0.004,0.271754225599905,"Spearman","Aalborg West"
"3981","p__Proteobacteria,g__Dokdonella",0.002,0.271376975908331,"Spearman","Mariagerfjord"
"2241","p__Firmicutes,g__midas_g_2229",0.004,0.270758372971402,"Spearman","Aalborg West"
"1743","p__Desulfobacterota,g__midas_g_2305",0.001,0.270568935300778,"Spearman","Damhusåen"
"647","p__Proteobacteria,g__midas_g_17492",0,0.270340945791889,"Spearman","Total"
"650","p__Proteobacteria,g__midas_g_1919",0,0.270290394055304,"Spearman","Total"
"362","p__Firmicutes,g__Dialister",0,0.270042878631199,"Spearman","Total"
"240","p__Chloroflexi,g__midas_g_1184",0,0.26963110121127,"Spearman","Total"
"4111","p__Actinobacteriota,g__midas_g_2342",0,0.26890933932277,"Spearman","Aalborg East"
"37","p__Actinobacteriota,g__Galbitalea",0,0.268790582468765,"Spearman","Total"
"3562","p__Proteobacteria,g__Cereibacter",0,0.267555322606616,"Spearman","Aalborg East"
"42","p__Actinobacteriota,g__Leifsonia",0,0.267494625158135,"Spearman","Total"
"231","p__Chloroflexi,g__Anaerolinea",0,0.267156728887663,"Spearman","Total"
"6110","p__Proteobacteria,g__Mesorhizobium",0.001,0.267015180501455,"Pearson","Damhusåen"
"2763","p__Myxococcota,g__midas_g_15196",0.002,0.266774960495972,"Spearman","Mariagerfjord"
"435","p__Proteobacteria,g__Paucibacter",0.001,0.266299121256144,"Spearman","Aalborg East"
"331","p__Desulfobacterota,g__midas_g_5408",0,0.265941805114297,"Spearman","Total"
"3951","p__Proteobacteria,g__Thiothrix",0.005,0.26579379346925,"Spearman","Aalborg West"
"2871","p__Planctomycetota,g__Thermogutta",0.005,0.265737523604676,"Spearman","Aalborg West"
"3222","p__Proteobacteria,g__midas_g_251",0.001,0.265697495329348,"Spearman","Damhusåen"
"529","p__Patescibacteria,g__midas_g_59358",0,0.265104551115031,"Spearman","Total"
"91","p__Actinobacteriota,g__Tessaracoccus",0,0.264832887230675,"Spearman","Total"
"1163","p__Bacteroidota,g__midas_g_3487",0.002,0.264570801012589,"Spearman","Mariagerfjord"
"798","p__Verrucomicrobiota,g__midas_g_76959",0,0.264321009877702,"Spearman","Total"
"398","p__Proteobacteria,g__Uruburuella",0.005,0.26406698143745,"Spearman","Aalborg West"
"387","p__Firmicutes,g__midas_g_25603",0,0.264032356711613,"Spearman","Total"
"115","p__Bacteroidota,g__Lewinella",0,0.263830946632356,"Spearman","Total"
"2733","p__Latescibacterota,g__midas_g_2686",0.002,0.263826065024798,"Spearman","Mariagerfjord"
"315","p__Dependentiae,g__midas_g_7927",0,0.263623559136153,"Spearman","Total"
"4072","p__Proteobacteria,g__Limnohabitans",0.002,0.262942862766167,"Spearman","Mariagerfjord"
"1015","p__Acidobacteriota,g__midas_g_675",0.002,0.262707979410198,"Spearman","Mariagerfjord"
"3112","p__Actinobacteriota,g__midas_g_2342",0.001,0.262432170016688,"Spearman","Damhusåen"
"631","p__Proteobacteria,g__midas_g_1023",0,0.262163117493764,"Spearman","Total"
"1372","p__Bacteroidota,g__midas_g_729",0.002,0.26196108373423,"Spearman","Mariagerfjord"
"551","p__Patescibacteria,g__midas_g_977",0,0.261387685303015,"Spearman","Total"
"2632","p__Patescibacteria,g__midas_g_8176",0.001,0.258842827581406,"Spearman","Damhusåen"
"1142","p__Bacteroidota,g__midas_g_3144",0.003,0.258749876160886,"Spearman","Mariagerfjord"
"3202","p__Patescibacteria,g__midas_g_6877",0.001,0.2576467596884,"Spearman","Aalborg East"
"358","p__Proteobacteria,g__midas_g_82132",0.007,0.257263547900261,"Spearman","Aalborg West"
"2431","p__Firmicutes,g__Enterococcus",0.001,0.25718506295991,"Spearman","Aalborg East"
"89","p__Actinobacteriota,g__Quadrisphaera",0,0.257109139172789,"Spearman","Total"
"1921","p__Desulfobacterota,g__Desulforhopalus",0.007,0.256839619330461,"Spearman","Aalborg West"
"2951","p__Patescibacteria,g__midas_g_10902",0.001,0.256671556650259,"Spearman","Aalborg East"
"2331","p__Verrucomicrobiota,g__Lacunisphaera",0.007,0.255545872242124,"Pearson","Aalborg West"
"1391","p__Bacteroidota,g__midas_g_93",0.001,0.2545770836838,"Spearman","Aalborg East"
"560","p__Planctomycetota,g__midas_g_562",0,0.253940109384626,"Spearman","Total"
"322","p__Desulfobacterota,g__midas_g_1786",0,0.253123688921395,"Spearman","Total"
"3761","p__Proteobacteria,g__Pseudorhodobacter",0.008,0.252953165097008,"Spearman","Aalborg West"
"14","p__Acidobacteriota,g__midas_g_4670",0,0.252634694023654,"Spearman","Total"
"3901","p__Proteobacteria,g__midas_g_17492",0.001,0.252160949352113,"Spearman","Aalborg East"
"1034","p__Bacteroidota,g__midas_g_207",0.003,0.252118683367823,"Spearman","Mariagerfjord"
"246","p__Chloroflexi,g__midas_g_1412",0,0.251791029154303,"Spearman","Total"
"3341","p__Patescibacteria,g__midas_g_47887",0.003,0.251774990857957,"Spearman","Mariagerfjord"
"399","p__Firmicutes,g__midas_g_9400",0,0.250273058895087,"Spearman","Total"
"286","p__Chloroflexi,g__midas_g_7080",0,0.25018597838245,"Spearman","Total"
"4513","p__Actinobacteriota,g__midas_g_327",0.004,0.250126971675456,"Spearman","Mariagerfjord"
"496","p__Patescibacteria,g__midas_g_1772",0,0.250091141578564,"Spearman","Total"
"5231","p__Verrucomicrobiota,g__Opitutus",0.004,0.250043381317074,"Spearman","Mariagerfjord"
"417","p__Firmicutes,g__Streptococcus",0,0.249853130860929,"Spearman","Total"
"3010","p__Actinobacteriota,g__midas_g_1268",0.002,0.249414418805586,"Spearman","Damhusåen"
"372","p__Firmicutes,g__Gallicola",0,0.249019472930298,"Spearman","Total"
"3361","p__Proteobacteria,g__midas_g_57",0.002,0.24873698722394,"Spearman","Damhusåen"
"4301","p__Proteobacteria,g__midas_g_2835",0.004,0.247749804958937,"Spearman","Mariagerfjord"
"1615","p__Campylobacterota,g__Arcobacter",0.004,0.247740816075355,"Spearman","Mariagerfjord"
"2091","p__Desulfobacterota,g__midas_g_2377",0.004,0.247340908738814,"Spearman","Mariagerfjord"
"215","p__Bacteroidota,g__Terrimonas",0,0.24604074167738,"Spearman","Total"
"79","p__Actinobacteriota,g__midas_g_99",0,0.245968015376055,"Spearman","Total"
"620","p__Proteobacteria,g__Lautropia",0,0.245799001621071,"Spearman","Total"
"3663","p__Proteobacteria,g__Rhodoplanes",0.002,0.245293206868143,"Spearman","Damhusåen"
"1483","p__Bacteroidota,g__Prevotella_9",0.005,0.244593316778522,"Spearman","Mariagerfjord"
"376","p__Firmicutes,g__Lactobacillus",0,0.244239937260077,"Spearman","Total"
"99","p__Bacteroidota,g__Alistipes",0,0.243418835630003,"Spearman","Total"
"15","p__Acidobacteriota,g__midas_g_502",0,0.243311610854153,"Spearman","Total"
"3382","p__Proteobacteria,g__Ahniella",0.002,0.243076000025018,"Spearman","Aalborg East"
"4101","p__Proteobacteria,g__midas_g_436",0.002,0.242375466356285,"Spearman","Aalborg East"
"3772","p__Proteobacteria,g__Thiothrix",0.002,0.242344157709927,"Spearman","Damhusåen"
"163","p__Bacteroidota,g__midas_g_351",0,0.241548282664086,"Spearman","Total"
"1123","p__Bacteroidota,g__midas_g_31",0.005,0.241525800803329,"Spearman","Mariagerfjord"
"235","p__Chloroflexi,g__Ca_Sarcinithrix",0,0.241454188726849,"Spearman","Total"
"843","p__Proteobacteria,g__midas_g_41102",0.002,0.241308776441962,"Pearson","Damhusåen"
"2972","p__Proteobacteria,g__Defluviimonas",0.002,0.241306350246599,"Spearman","Damhusåen"
"510","p__Synergistota,g__midas_g_2022",0.005,0.239720680854043,"Spearman","Mariagerfjord"
"200","p__Bacteroidota,g__midas_g_896",0,0.239268594575653,"Spearman","Total"
"568","p__Actinobacteriota,g__midas_g_99",0.002,0.238477927910951,"Spearman","Aalborg East"
"1415","p__Bacteroidota,g__midas_g_867",0.006,0.238239585505273,"Spearman","Mariagerfjord"
"367","p__Firmicutes,g__Eubacterium_brachy_group",0,0.237720197938575,"Spearman","Total"
"289","p__Chloroflexi,g__midas_g_789",0,0.237291094028155,"Spearman","Total"
"5141","p__Verrucomicrobiota,g__Ca_Omnitrophus",0.006,0.23515646696083,"Spearman","Mariagerfjord"
"457","p__Proteobacteria,g__Sphaerotilus",0.002,0.23333018612048,"Spearman","Aalborg East"
"2562","p__Firmicutes,g__NK4A214_group",0.003,0.231906817149363,"Spearman","Aalborg East"
"3213","p__Actinobacteriota,g__Longivirga",0.007,0.231806142761512,"Spearman","Mariagerfjord"
"644","p__Actinobacteriota,g__Tessaracoccus",0.003,0.231580163809448,"Spearman","Aalborg East"
"1434","p__Bacteroidota,g__OLB12",0.007,0.231259937971964,"Spearman","Mariagerfjord"
"369","p__Firmicutes,g__Exiguobacterium",0,0.2310954793501,"Spearman","Total"
"842","p__Bacteroidota,g__midas_g_1223",0.003,0.230717253091394,"Spearman","Aalborg East"
"1100","p__Abditibacteriota,g__Abditibacterium",0.003,0.230642007824943,"Spearman","Aalborg East"
"1592","p__Chloroflexi,g__midas_g_824",0.004,0.229535316823231,"Spearman","Damhusåen"
"282","p__Patescibacteria,g__TM7a",0.016,0.228619993985705,"Spearman","Aalborg West"
"253","p__Chloroflexi,g__midas_g_17398",0,0.228551926788235,"Spearman","Total"
"241","p__Chloroflexi,g__midas_g_119",0,0.228220702495272,"Spearman","Total"
"1903","p__Firmicutes,g__Dorea",0.004,0.227935715893747,"Spearman","Damhusåen"
"225","p__Bdellovibrionota,g__OM27_clade",0,0.227836880990539,"Spearman","Total"
"4651","p__Proteobacteria,g__Tabrizicola",0.003,0.227471415774852,"Spearman","Aalborg East"
"138","p__Campylobacterota,g__Pseudarcobacter",0.017,0.227402659133,"Spearman","Aalborg West"
"2061","p__Firmicutes,g__Christensenellaceae_R-7_group",0.017,0.227384624542589,"Spearman","Aalborg West"
"802","p__WPS-2,g__midas_g_547",0,0.227257033363468,"Spearman","Total"
"298","p__Chloroflexi,g__OLB13",0,0.227114750599554,"Spearman","Total"
"2471","p__Firmicutes,g__Faecalibacterium",0.003,0.22683122770305,"Spearman","Aalborg East"
"1854","p__Chloroflexi,g__midas_g_347",0.009,0.225811565027524,"Spearman","Mariagerfjord"
"3221","p__Proteobacteria,g__Limnohabitans",0.018,0.225554113615928,"Spearman","Aalborg West"
"3662","p__Proteobacteria,g__Falsirhodobacter",0.004,0.225229593382419,"Spearman","Aalborg East"
"1673","p__Chloroflexi,g__Ca_Villigracilis",0.009,0.224262953025007,"Spearman","Mariagerfjord"
"255","p__Firmicutes,g__midas_g_88",0.004,0.223413030877715,"Spearman","Aalborg East"
"4501","p__Proteobacteria,g__midas_g_6090",0.01,0.223245593732693,"Spearman","Mariagerfjord"
"4002","p__Proteobacteria,g__Ellin6067",0.01,0.223222041055743,"Spearman","Mariagerfjord"
"3861","p__Proteobacteria,g__midas_g_153",0.004,0.222517829383206,"Spearman","Aalborg East"
"489","p__Patescibacteria,g__midas_g_15553",0,0.222224331790579,"Spearman","Total"
"7510","p__Proteobacteria,g__Hydrogenophaga",0.004,0.222202268599889,"Pearson","Aalborg East"
"544","p__Bacteroidota,g__Chryseobacterium",0.006,0.22171066123642,"Spearman","Damhusåen"
"9","p__Acidobacteriota,g__midas_g_1424",0,0.221267986711468,"Spearman","Total"
"659","p__Bacteroidota,g__Dyadobacter",0.02,0.221172718626684,"Spearman","Aalborg West"
"4110","p__Acidobacteriota,g__midas_g_991",0.02,0.221041002090947,"Pearson","Aalborg West"
"1273","p__Bacteroidota,g__midas_g_536",0.011,0.220047766619735,"Spearman","Mariagerfjord"
"4811","p__Actinobacteriota,g__Propionicimonas",0.006,0.219143536048532,"Spearman","Damhusåen"
"629","p__Actinobacteriota,g__Propionibacterium",0.011,0.219130674843678,"Spearman","Mariagerfjord"
"686","p__Proteobacteria,g__midas_g_534",0,0.217512993911665,"Spearman","Total"
"615","p__Proteobacteria,g__Gemmobacter",0,0.216542126668228,"Spearman","Total"
"4581","p__Proteobacteria,g__Sphingobium",0.005,0.216502947602036,"Spearman","Aalborg East"
"1011","p__Bacteroidota,g__midas_g_3186",0.023,0.216410178495324,"Spearman","Aalborg West"
"4821","p__Proteobacteria,g__Rhodoplanes",0.012,0.21626214836614,"Spearman","Mariagerfjord"
"2832","p__Proteobacteria,g__Amaricoccus",0.007,0.216139519260882,"Spearman","Damhusåen"
"5221","p__Verrucomicrobiota,g__midas_g_55078",0.012,0.216109200348978,"Spearman","Mariagerfjord"
"2822","p__Proteobacteria,g__Alysiella",0.007,0.2160443769102,"Spearman","Damhusåen"
"4681","p__Proteobacteria,g__Piscinibacter",0.013,0.214824637727443,"Spearman","Mariagerfjord"
"2413","p__Firmicutes,g__Dialister",0.005,0.214804884675217,"Spearman","Aalborg East"
"863","p__Bacteroidota,g__midas_g_11003",0.013,0.214328366730121,"Spearman","Mariagerfjord"
"690","p__Proteobacteria,g__midas_g_59",0,0.214324098462187,"Spearman","Total"
"3171","p__Proteobacteria,g__midas_g_155",0.007,0.214249227095534,"Spearman","Damhusåen"
"332","p__Desulfobacterota,g__midas_g_918",0,0.213780899531136,"Spearman","Total"
"1631","p__Chloroflexi,g__midas_g_2178",0.025,0.21301068513438,"Spearman","Aalborg West"
"3021","p__Proteobacteria,g__Gemmobacter",0.008,0.211989900909841,"Spearman","Damhusåen"
"2002","p__Chloroflexi,g__midas_g_882",0.006,0.211937360492586,"Spearman","Aalborg East"
